0.500000 0.000000 0.093500 0.578500 0.533000 0.494500 0.482500 0.467500 0.494500 0.489000 0.520000 0.492000 0.475000 0.518500 0.512500 0.516000 0.492500 0.000000 0.163500 0.520000 0.471000 0.444500 0.473000 0.496000 0.494000 0.508000 0.515500 0.500000 0.485500 0.509500 0.511000 0.490000 0.514000 0.000000 0.092000 0.584000 0.534000 0.503000 0.492000 0.515000 0.508500 0.497000 0.509500 0.487500 0.483000 0.505500 0.504000 0.493000 0.673500 0.000000 0.000000 0.355000 0.315500 0.514500 0.480500 0.502000 0.502000 0.485000 0.507000 0.506500 0.482000 0.476000 0.501500 0.509000 1.000000 0.000000 0.000000 0.690500 0.260000 0.646500 0.503000 0.508500 0.484000 0.486500 0.499500 0.491500 0.529500 0.492000 0.472500 0.533500 0.817500 0.000000 0.000000 0.485500 0.183000 0.518500 0.470500 0.472000 0.486000 0.486000 0.489000 0.499500 0.498500 0.488500 0.477000 0.500500 
0.500000 0.000000 0.087500 0.585000 0.537500 0.503000 0.489000 0.484500 0.486500 0.486000 0.492500 0.495500 0.498000 0.494000 0.499000 0.496000 0.493000 0.000000 0.162000 0.522000 0.474500 0.445000 0.464000 0.474000 0.504000 0.509000 0.508500 0.477500 0.494500 0.519500 0.482500 0.508500 0.513000 0.000000 0.096000 0.578000 0.536000 0.497500 0.489000 0.503500 0.495000 0.495000 0.490000 0.471500 0.495000 0.505500 0.499500 0.483500 0.197500 0.000000 0.000000 0.326500 0.345000 0.416500 0.483500 0.480500 0.478500 0.477500 0.499500 0.504500 0.484000 0.502500 0.493000 0.508500 0.097500 0.000000 0.000000 0.281000 0.465000 0.429000 0.454000 0.450000 0.480000 0.512500 0.513000 0.513500 0.495000 0.516500 0.501000 0.524500 0.482000 0.000000 0.000000 0.329500 0.341500 0.338500 0.468000 0.489500 0.488000 0.510000 0.482000 0.485000 0.501000 0.494500 0.499500 0.486500 
0.500000 0.000000 0.091500 0.582000 0.536000 0.490000 0.481500 0.482500 0.495500 0.479500 0.508000 0.498000 0.501000 0.512000 0.523000 0.492000 0.494000 0.000000 0.162000 0.520500 0.474500 0.448000 0.481500 0.471500 0.501000 0.520000 0.493000 0.475500 0.480000 0.500000 0.497000 0.491500 0.512000 0.000000 0.091000 0.586500 0.537500 0.497000 0.489000 0.499500 0.503000 0.478500 0.489500 0.471000 0.483000 0.502000 0.498500 0.501500 1.000000 0.000000 0.000000 0.686000 0.312000 0.599500 0.494500 0.492000 0.480500 0.510000 0.488000 0.520500 0.499500 0.488500 0.496000 0.504000 0.790500 0.000000 0.000000 0.443500 0.246000 0.561500 0.502000 0.509500 0.484000 0.496500 0.516500 0.499500 0.518500 0.488500 0.504500 0.488500 0.338000 0.000000 0.000000 0.315000 0.361000 0.405500 0.494000 0.482500 0.483000 0.491500 0.502500 0.503000 0.515500 0.511500 0.483000 0.510000 
0.500000 0.000000 0.072500 0.596000 0.555000 0.515500 0.502500 0.490500 0.517500 0.497000 0.516500 0.481500 0.484500 0.533000 0.481000 0.502500 0.494000 0.000000 0.159500 0.522000 0.479500 0.451500 0.466500 0.493000 0.486500 0.486000 0.507000 0.479500 0.495500 0.526500 0.498000 0.503500 0.511000 0.000000 0.089500 0.584500 0.540500 0.504000 0.479000 0.506000 0.511000 0.493000 0.490000 0.486500 0.472500 0.496000 0.493000 0.487500 0.153500 0.000000 0.000000 0.335000 0.357000 0.393500 0.466000 0.488000 0.465000 0.504000 0.490000 0.496500 0.514000 0.511000 0.504500 0.509500 0.567500 0.000000 0.000000 0.265500 0.396000 0.505000 0.482500 0.479000 0.488500 0.492000 0.503500 0.508500 0.500000 0.498500 0.489500 0.502500 0.957000 0.000000 0.000000 0.624000 0.170000 0.441000 0.431000 0.451500 0.489000 0.489500 0.495500 0.495000 0.510000 0.512500 0.475500 0.498500 
0.500000 0.000000 0.087500 0.585000 0.538500 0.501000 0.489500 0.479500 0.491000 0.478500 0.505000 0.480500 0.494500 0.502500 0.491000 0.514500 0.493000 0.000000 0.165500 0.516500 0.469500 0.449500 0.465000 0.491500 0.498000 0.503000 0.514500 0.497500 0.518500 0.488000 0.500500 0.486500 0.513000 0.000000 0.092500 0.582500 0.537000 0.498000 0.494500 0.503500 0.493500 0.502500 0.511500 0.490500 0.484500 0.501000 0.498000 0.505500 0.718000 0.000000 0.000000 0.381000 0.290500 0.549000 0.474000 0.524000 0.498500 0.487500 0.486500 0.497500 0.494000 0.477000 0.487000 0.512000 0.311500 0.000000 0.000000 0.277500 0.376000 0.393000 0.483000 0.460500 0.484000 0.490500 0.515500 0.517000 0.494000 0.497500 0.493000 0.496000 0.000000 0.000000 0.000000 0.487500 0.385500 0.342000 0.512000 0.501000 0.494000 0.502500 0.491000 0.528500 0.492000 0.518000 0.491000 0.509500 
0.501000 0.000000 0.076500 0.595000 0.548000 0.507000 0.510000 0.489500 0.497500 0.499000 0.501000 0.496000 0.488000 0.505000 0.493000 0.493500 0.493000 0.000000 0.167000 0.514000 0.471000 0.444000 0.468000 0.477000 0.490500 0.509500 0.479000 0.489500 0.484000 0.514000 0.500500 0.494000 0.514000 0.000000 0.093000 0.583000 0.535500 0.499500 0.483500 0.498500 0.497500 0.513500 0.510000 0.498000 0.490500 0.486000 0.518500 0.514000 0.629500 0.000000 0.000000 0.308000 0.363000 0.511000 0.495000 0.499000 0.484500 0.504500 0.482000 0.494500 0.494000 0.502000 0.507500 0.510000 1.000000 0.000000 0.000000 0.703000 0.204500 0.590500 0.517500 0.476000 0.512000 0.479500 0.495000 0.492000 0.507500 0.489000 0.509000 0.516500 0.860500 0.000000 0.000000 0.527500 0.156500 0.513000 0.474000 0.480000 0.507500 0.482000 0.492000 0.508000 0.508000 0.497500 0.494000 0.506500 
0.501500 0.000000 0.093000 0.580500 0.533000 0.494500 0.491500 0.464500 0.495000 0.524000 0.521500 0.501000 0.493000 0.493500 0.520000 0.496000 0.494500 0.000000 0.168000 0.514500 0.471000 0.443500 0.469000 0.472500 0.491000 0.493000 0.491000 0.484000 0.479500 0.508000 0.500000 0.497000 0.512000 0.000000 0.093000 0.582500 0.534500 0.503000 0.489500 0.499500 0.507500 0.509500 0.495500 0.479500 0.498500 0.485500 0.492500 0.481500 0.240000 0.000000 0.000000 0.331500 0.338500 0.362500 0.467000 0.498500 0.472000 0.520000 0.509500 0.513500 0.510500 0.482500 0.506000 0.489500 0.053500 0.000000 0.000000 0.281000 0.508500 0.419000 0.444500 0.475500 0.482500 0.535500 0.500000 0.505500 0.508000 0.492000 0.495000 0.522000 0.433500 0.000000 0.000000 0.329000 0.345500 0.338500 0.441000 0.514000 0.471000 0.478500 0.490500 0.503500 0.503000 0.502000 0.493000 0.521500 
0.499500 0.000000 0.091500 0.582000 0.538500 0.493000 0.478000 0.475000 0.497500 0.487000 0.462500 0.498000 0.502000 0.509500 0.479000 0.511000 0.492000 0.000000 0.160000 0.523500 0.477000 0.444000 0.475000 0.494000 0.504000 0.492500 0.482500 0.477000 0.487000 0.514000 0.502000 0.499500 0.512500 0.000000 0.090500 0.584500 0.537500 0.504000 0.485000 0.513500 0.505000 0.510000 0.519500 0.498000 0.496500 0.498000 0.468000 0.497000 1.000000 0.000000 0.000000 0.689000 0.262000 0.625000 0.494500 0.513000 0.511500 0.493500 0.518000 0.502000 0.511000 0.484000 0.491000 0.516000 0.831000 0.000000 0.000000 0.498000 0.191500 0.595500 0.472500 0.485000 0.496000 0.512500 0.517000 0.502500 0.493500 0.490500 0.481500 0.505500 0.384500 0.000000 0.000000 0.318000 0.359000 0.390000 0.464000 0.486000 0.491500 0.486500 0.494000 0.495500 0.500000 0.491000 0.499500 0.500500 
0.500500 0.000000 0.089000 0.583000 0.538000 0.500500 0.488500 0.479000 0.495500 0.509000 0.491000 0.483000 0.503500 0.521500 0.494500 0.483000 0.493500 0.000000 0.168500 0.516500 0.461500 0.442500 0.466000 0.498500 0.495500 0.495500 0.505000 0.502500 0.486500 0.514000 0.497000 0.499500 0.511000 0.000000 0.089000 0.588500 0.537000 0.500000 0.489500 0.508000 0.495500 0.513000 0.500000 0.491000 0.494000 0.481500 0.504000 0.514000 0.108500 0.000000 0.000000 0.363000 0.372500 0.364000 0.435000 0.478500 0.471000 0.504500 0.498500 0.493500 0.509500 0.506000 0.485000 0.516000 0.531500 0.000000 0.000000 0.253500 0.405000 0.474000 0.477000 0.520500 0.475000 0.499000 0.512500 0.501500 0.488500 0.501500 0.507000 0.496500 0.910000 0.000000 0.000000 0.579500 0.166000 0.456500 0.474500 0.458000 0.485500 0.476000 0.494000 0.512500 0.481000 0.480500 0.479500 0.508000 
0.499500 0.000000 0.101000 0.571500 0.522500 0.493000 0.482000 0.474500 0.500500 0.499000 0.507500 0.490000 0.465000 0.531500 0.503500 0.504000 0.494500 0.000000 0.164000 0.521500 0.467500 0.447500 0.473500 0.484000 0.476500 0.483000 0.487000 0.485500 0.502000 0.514500 0.478000 0.499000 0.512500 0.000000 0.090000 0.587500 0.535000 0.501000 0.494500 0.506000 0.497000 0.505000 0.494500 0.476500 0.492500 0.491500 0.507000 0.511500 0.763500 0.000000 0.000000 0.419000 0.265000 0.547000 0.500000 0.500000 0.493000 0.483000 0.520000 0.494500 0.505000 0.475000 0.486500 0.493500 0.361000 0.000000 0.000000 0.252500 0.415500 0.406500 0.439500 0.489500 0.466500 0.524500 0.517000 0.498000 0.513000 0.507500 0.479000 0.492500 0.000000 0.000000 0.000000 0.481000 0.386000 0.412500 0.511500 0.460500 0.475000 0.508000 0.484000 0.516000 0.506500 0.495500 0.503500 0.513000 
