Sibylle era-sapientone 
Salamone avianu-peura 
Salamone hanu-fattu-una-trapula 
Sibylle un-disse-nunda 
Salmone fidiava-per-un-muvimentu 
Sibylle tandu-ha-fattu-u-gestu-di-a-bocca 
Sibylle ha-mustratu-i-so-denti-a-a-manca 
Sibylle ha-mustratu--i-so-denti-a-a-dititta 
Salomone ha-scrittatu-aghju-capitu-un-denti-in-u-sensu-e-un-denti-inde-l-altru 
