demiurge souhaiter-rendre-hommes-immortels 
hommes devoir-se-poster-bord-eau 
hommes devoir-laisser-passer-2-pirogues 
hommes devoir-arreter-3eme-pirogue 
1ere-pirogue puer-car-viande-pourrie 
hommes fuir-car-odeur-mort 
hommes arreter-2eme-pirogue 
mort etre-ds-2eme-pirogue 
mort avoir-forme-humaine 
hommes faire-bon-accueil 
demiurge etre-ds-3eme-pirogue 
hommes ramener-echantillons 
