<< value = [0, 0, 0]; time = 1>>
<< value = [0, 0, 0]; time = 2>>
<< value = [0, 0, 0]; time = 3>>
<< value = [0, 0, 0]; time = 4>>
<< value = [0, 0, 0]; time = 5>>
<< value = [0, 0, 0]; time = 6>>
<< value = [0, 0, 0]; time = 7>>
<< value = [0, 0, 0]; time = 8>>
<< value = [0, 0, 0]; time = 9>>
<< value = [0, 0, 0]; time = 10>>
<< value = [0, 0, 0]; time = 11>>
<< value = [0, 0, 0]; time = 12>>
<< value = [0, 0, 0]; time = 13>>
<< value = [0, 0, 0]; time = 14>>
<< value = [0, 0, 0]; time = 15>>
<< value = [1.0, 0, 0]; time = 1>>
<< value = [16.0, 0, 0]; time = 1>>
<< value = [1, 0, 0]; time = 17>>
<< value = [2.0, 0, 0]; time = 2>>
<< value = [2.0, 0, 0]; time = 2>>
<< value = [2, 0, 0]; time = 19>>
<< value = [3.0, 0, 0]; time = 3>>
<< value = [2.0, 0, 0]; time = 3>>
<< value = [3, 0, 0]; time = 21>>
<< value = [4.0, 0, 0]; time = 4>>
<< value = [2.0, 0, 0]; time = 4>>
<< value = [4, 0, 0]; time = 23>>
<< value = [5.0, 0, 0]; time = 5>>
<< value = [2.0, 0, 0]; time = 5>>
<< value = [5, 0, 0]; time = 25>>
<< value = [6.0, 0, 0]; time = 6>>
<< value = [2.0, 0, 0]; time = 6>>
<< value = [6, 0, 0]; time = 27>>
<< value = [7.0, 0, 0]; time = 7>>
<< value = [2.0, 0, 0]; time = 7>>
<< value = [7, 0, 0]; time = 29>>
<< value = [8.0, 0, 0]; time = 8>>
<< value = [2.0, 0, 0]; time = 8>>
<< value = [8, 0, 0]; time = 31>>
<< value = [9.0, 0, 0]; time = 9>>
<< value = [2.0, 0, 0]; time = 9>>
<< value = [9, 0, 0]; time = 33>>
<< value = [10.0, 0, 0]; time = 10>>
<< value = [2.0, 0, 0]; time = 10>>
<< value = [10, 0, 0]; time = 35>>
<< value = [11.0, 0, 0]; time = 11>>
<< value = [2.0, 0, 0]; time = 11>>
<< value = [11, 0, 0]; time = 37>>
<< value = [12.0, 0, 0]; time = 12>>
<< value = [2.0, 0, 0]; time = 12>>
<< value = [12, 0, 0]; time = 39>>
<< value = [12, 0, 0]; time = 40>>
<< value = [12, 0, 0]; time = 41>>
<< value = [12, 0, 0]; time = 42>>
<< value = [12, 0, 0]; time = 43>>
<< value = [12, 0, 0]; time = 44>>
<< value = [12, 0, 0]; time = 45>>
<< value = [12, 0, 0]; time = 46>>
<< value = [12, 0, 0]; time = 47>>
<< value = [12, 0, 0]; time = 48>>
<< value = [12, 0, 0]; time = 49>>
<< value = [13.0, 0, 0]; time = 13>>
<< value = [12.0, 0, 0]; time = 13>>
<< value = [13, 0, 0]; time = 51>>
<< value = [13, 0, 0]; time = 52>>
<< value = [14.0, 0, 0]; time = 14>>
<< value = [3.0, 0, 0]; time = 14>>
<< value = [14, 0, 0]; time = 54>>
<< value = [15.0, 0, 0]; time = 15>>
<< value = [2.0, 0, 0]; time = 15>>
<< value = [15, 0, 0]; time = 56>>
<< value = [16.0, 0, 0]; time = 16>>
<< value = [2.0, 0, 0]; time = 16>>
<< value = [16, 0, 0]; time = 58>>
<< value = [16, 0, 0]; time = 59>>
<< value = [16, 0, 0]; time = 60>>
<< value = [16, 0, 0]; time = 61>>
<< value = [16, 0, 0]; time = 62>>
<< value = [16, 0, 0]; time = 63>>
<< value = [16, 0, 0]; time = 64>>
<< value = [16, 0, 0]; time = 65>>
<< value = [17.0, 0, 0]; time = 17>>
<< value = [9.0, 0, 0]; time = 17>>
<< value = [17, 0, 0]; time = 67>>
<< value = [18.0, 0, 0]; time = 18>>
<< value = [2.0, 0, 0]; time = 18>>
<< value = [18, 0, 0]; time = 69>>
<< value = [19.0, 0, 0]; time = 19>>
<< value = [2.0, 0, 0]; time = 19>>
<< value = [19, 0, 0]; time = 71>>
<< value = [20.0, 0, 0]; time = 20>>
<< value = [2.0, 0, 0]; time = 20>>
<< value = [20, 0, 0]; time = 73>>
<< value = [21.0, 0, 0]; time = 21>>
<< value = [2.0, 0, 0]; time = 21>>
<< value = [21, 0, 0]; time = 75>>
<< value = [22.0, 0, 0]; time = 22>>
<< value = [2.0, 0, 0]; time = 22>>
<< value = [22, 0, 0]; time = 77>>
<< value = [22, 0, 0]; time = 78>>
<< value = [22, 0, 0]; time = 79>>
<< value = [22, 0, 0]; time = 80>>
<< value = [22, 0, 0]; time = 81>>
<< value = [22, 0, 0]; time = 82>>
<< value = [22, 0, 0]; time = 83>>
<< value = [22, 0, 0]; time = 84>>
<< value = [22, 0, 0]; time = 85>>
<< value = [22, 0, 0]; time = 86>>
<< value = [22, 0, 0]; time = 87>>
<< value = [22, 0, 0]; time = 88>>
<< value = [22, 0, 0]; time = 89>>
<< value = [22, 0, 0]; time = 90>>
<< value = [22, 0, 0]; time = 91>>
<< value = [23.0, 0, 0]; time = 23>>
<< value = [16.0, 0, 0]; time = 23>>
<< value = [23, 0, 0]; time = 93>>
<< value = [24.0, 0, 0]; time = 24>>
<< value = [2.0, 0, 0]; time = 24>>
<< value = [24, 0, 0]; time = 95>>
